DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Jaunpur,MALHANI,GEN,VIVEK YADAV,M,GEN,34,BSP,46011,3,0,Graduate,44368030,5879000,0
Mahoba,CHARKHARI,GEN,JITENDRA KUMAR MISHRA,M,GEN,35,BSP,47408,3,0,Post Graduate,12280411,6578349,0
Barabanki,DARIYABAD,GEN,MOHD.MUBASSIR,M,GEN,35,BSP,54512,3,1,Literate,21670028,2175000,0
Pratapgarh,VISHWANATH GANJ,GEN,PREMANAND TRIPATHI,M,GEN,35,BSP,33878,3,0,Post Graduate,225178100,1842000,0
Gorakhpur,KHAJANI,SC,RUPAWATI BELDAR,F,SC,35,SP,42085,3,0,Literate,10411000,0,0
Sonbhadra,ROBERTSGANJ,GEN,SUNIL KUMAR SINGH YADAV,M,GEN,35,BSP,39336,3,0,Graduate,50082856,2003550,0
Sultanpur,KADIPUR,SC,ANGAD KUMAR,M,SC,36,INC,32042,3,0,Doctorate,7535005,1700000,0
Bijnor,BARHAPUR,GEN,FAHAD YAZDANI,M,GEN,36,BSP,50684,3,2,Literate,7166244,0,0
Aligarh,BARAULI,GEN,KESHAV SINGH,M,GEN,36,INC,17238,3,1,12th Pass,13315000,0,0
Baghpat,BARAUT,GEN,SHOKENDRA,M,GEN,36,SP,28376,3,0,12th Pass,5589010,0,0
Gonda,GONDA,GEN,SURAJ SINGH,M,GEN,36,SP,41477,3,0,Graduate,43224366,6379383,0
Saharanpur,RAMPUR MANIHARAN,SC,VISHVA DAYAL CHHOTAN,M,SC,36,INC,61787,3,10,Graduate,13530000,1100000,0
Jaunpur,MUNGRA BADSHAHPUR,GEN,AJAY SHANKAR DUBEY,M,GEN,37,INC,59288,3,0,Post Graduate,42049447,3811766,0
Allahabad,ALLAHABAD NORTH,GEN,AMIT SRIVASTAVA,M,GEN,37,BSP,23388,3,0,12th Pass,912132,288000,0
Hardoi,BILGRAM MALLANWAN,GEN,ANURAG MISHRA,M,GEN,37,BSP,51502,3,3,Graduate,3749660,0,0
Allahabad,KARACHHANA,GEN,DEEPAK PATEL,M,GEN,37,BSP,40998,3,1,Post Graduate,100987680,9000837,0
Bijnor,NAJIBABAD,GEN,JAMEEL AHMAD,M,GEN,37,BSP,45070,3,2,Literate,3586000,350000,0
Unnao,UNNAO,SC,PANKAJ TRIPATHI,M,SC,37,BSP,26739,3,0,Post Graduate,33814685,5.00E+06,0
Allahabad,ALLAHABAD WEST,GEN,POOJA PAL,F,GEN,37,BSP,40499,3,3,Graduate,18511062,3254658,0
Deoria,SALEMPUR,SC,RANVIJAY,M,SC,37,BSP,28152,3,0,Post Graduate,3065000,0,0
Gonda,COLONELGANJ,GEN,SANTOSH KUMAR TIWARI,M,GEN,37,BSP,33241,3,2,Literate,46129320,43617000,0
Meerut,MEERUT SOUTH,GEN,MOHAMMAD AZAD SAIFI,M,GEN,38,INC,69117,3,0,12th Pass,23690000,1150000,0
Saharanpur,NAKUR,GEN,NAVEEN,M,GEN,38,BSP,65328,3,1,Graduate,21401685,955725,0
Hathras,SADABAD,GEN,PRITEE CHAUDHARY,F,GEN,38,BJP,36134,3,0,Post Graduate,2822760,0,0
Lalitpur,LALITPUR,GEN,SANTOSH KUSHWAHA,M,GEN,38,BSP,55549,3,0,Literate,3553568,450000,0
Amethi,GAURIGANJ,GEN,VIJAY KISHOR,M,GEN,38,BSP,33848,3,0,Post Graduate,104873025,14229054,0
Kushinagar,HATA,GEN,VIRENDRA,M,GEN,38,BSP,42651,3,4,Graduate,710000,219780,0
Sultanpur,ISAULI,GEN,YASH BHADRA SINGH MONU,M,GEN,38,OTHERS,43026,3,13,Post Graduate,113914141,2656717,0
Sitapur,SITAPUR,GEN,ASHFAQ KHAN,M,GEN,39,BSP,52181,3,0,Graduate,23630039,8796129,0
Agra,BAH,GEN,HANSKALI ALIAS ANSHU RANI NISHAD,F,GEN,39,SP,46885,3,0,Literate,5085000,0,0
Azamgarh,MUBARAKPUR,GEN,LUXMAN MOURYA,M,GEN,39,BJP,44489,3,0,Graduate,1790000,190000,0
Bijnor,CHANDPUR,GEN,MO. ARSHAD,M,GEN,39,SP,36531,3,0,12th Pass,19177308,2.00E+05,0
Muzaffarnagar,MEERAPUR,GEN,NAWAZISH ALAM KHAN,M,GEN,39,BSP,39689,3,0,Graduate,8493336,0,0
Deoria,PATHARDEVA,GEN,NEERAJ,M,GEN,39,BSP,22790,3,0,Literate,31250000,1.00E+07,0
Farrukhabad,BHOJPUR,GEN,NITIN SINGH JAIMINI RAJPUT,M,GEN,39,BSP,25838,3,1,Graduate,1383700,0,0
Jaunpur,SHAHGANJ,GEN,OM PRAKASH(O.P. SINGH),M,GEN,39,BSP,51176,3,3,Post Graduate,102086060,0,0
Kanpur Dehat,RASULABAD,SC,POONAM SANKHAVAR,F,SC,39,BSP,41060,3,0,Post Graduate,24793000,1606000,0
Varanasi,ROHANIYA,GEN,PRAMOD KUMAR SINGH,M,GEN,39,BSP,30531,3,0,Graduate,146508453,117000,0
Varanasi,VARANASI SOUTH,GEN,RAKESH TRIPATHI,M,GEN,39,BSP,5922,3,0,Graduate,114539110,31052560,0
Maharajganj,NAUTANWA,GEN,SAMEER TRIPATHI,M,GEN,39,BJP,45050,3,0,12th Pass,25049968,0,0
Lucknow,LUCKNOW NORTH,GEN,AJAY KUMAR SRIVASTAVA,M,GEN,40,BSP,29955,3,1,Graduate,29154962,3612567,0
Rae Bareli,RAE BARELI,GEN,ANITA SRIVASTAVA,F,GEN,40,BJP,28821,3,0,Graduate,10989569,898676,0
Kasganj,PATIYALI,GEN,DHEERENDRA BAHADUR SINGH CHAUHAN    DHEERU,M,GEN,40,BSP,44131,3,0,Graduate,32360741,1203975,0
Kanpur Dehat,AKBARPUR-RANIYA,GEN,DR. SATISH SHUKLA,M,GEN,40,BSP,45761,3,0,Doctorate,25171385,480000,0
Ambedkar Nagar,TANDA,GEN,MANOJ KUMAR VERMA,M,GEN,40,BSP,49526,3,3,Graduate,9771506,0,0
Rampur,CHAMRAUA,GEN,MOHAN KUMAR LODHI,M,GEN,40,BJP,50954,3,0,Graduate,9702808,1150000,0
Gautam Buddha Nagar,JEWAR,GEN,NARENDER NAGAR,M,GEN,40,SP,13239,3,0,Graduate,22545243,0,0
Gautam Buddha Nagar,NOIDA,GEN,RAVIKANT,M,GEN,40,BSP,27365,3,0,Literate,64719420,17204384,0
Azamgarh,ATRAULIYA,GEN,AKHAND PRATAP SINGH,M,GEN,41,BSP,56536,3,14,12th Pass,9191600,250000,0
Gorakhpur,CAIMPIYARGANJ,GEN,ANANDA NISHAD,M,GEN,41,BSP,39243,3,5,Literate,1132327,137240,0
Agra,FATEHPUR SIKRI,GEN,BRIJESH KUMAR CHAHAR,M,GEN,41,OTHERS,38307,3,7,Post Graduate,6500000,0,0
Hardoi,SAWAYAZPUR,GEN,DR. ANUPAM DUBEY ADVOCATE,M,GEN,41,BSP,59791,3,5,Graduate,24067548,914234,0
Ghazipur,ZAHOORABAD,GEN,MAHENDRA,M,GEN,41,SP,64574,3,0,Literate,8279370,0,0
Baghpat,CHHAPRAULI,GEN,MANOJ CHAUDHARY,M,GEN,41,SP,39841,3,0,Post Graduate,12026000,0,0
Allahabad,PHAPHAMAU,GEN,MANOJ PANDEY,M,GEN,41,BSP,51983,3,2,Graduate,137679482,40233755,0
Bijnor,DHAMPUR,GEN,MUHAMMAD GHAZI,M,GEN,41,BSP,42836,3,0,Literate,19139285,3451418,0
Ghazipur,GHAZIPUR,GEN,SANTOSH KUMAR,M,GEN,41,BSP,54987,3,4,Post Graduate,19463806,1653541,0
Sultanpur,LAMBHUA,GEN,SANTOSH PANDEY,M,GEN,41,SP,47633,3,0,Graduate,23585031,0,0
Varanasi,VARANASI NORTH,GEN,SUJEET KUMAR,M,GEN,41,BSP,32574,3,0,12th Pass,2251150,348314,0
Siddharthnagar,SHOHRATGARH,GEN,UGRASEN SINGH,M,GEN,41,SP,36907,3,0,Graduate,29266179,2.00E+06,0
Jaunpur,KERAKAT,SC,URMILA RAJ,F,SC,41,BSP,66307,3,0,Graduate,5283700,0,0
Kushinagar,RAMKOLA,SC,VIJAY KUMAR,M,SC,41,BSP,28471,3,0,Literate,41331099,250000,0
Muzaffarnagar,PURQAZI,SC,ANIL KUMAR,M,SC,42,BSP,46401,3,0,12th Pass,106949363,6.00E+05,0
Allahabad,BARA,SC,ASHOK KUMAR GAUTAM,M,SC,42,BSP,37052,3,0,Graduate,16551373,1445900,0
Mainpuri,KARHAL,GEN,DALVIR,M,GEN,42,BSP,29676,3,0,Post Graduate,6774259,3657152,0
Chitrakoot,CHITRAKOOT,GEN,JAGDISH PRASAD GAUTAM,M,GEN,42,BSP,47780,3,0,Post Graduate,158967498,1303222,0
Jhansi,BABINA,GEN,KRISHNA PAL SINGH RAJPOOT,M,GEN,42,BSP,42614,3,0,Graduate,1675000,0,0
Aligarh,ALIGARH,GEN,MOHD ARIF,M,GEN,42,BSP,25704,3,0,12th Pass,16647050,7233003,0
Budaun,SHEKHUPUR,GEN,MOHD. RIZWAN,M,GEN,42,BSP,64327,3,0,Post Graduate,20794639,3978439,0
Sant Kabir Nagar,DHANGHATA,SC,NEEL MANI,M,SC,42,BSP,51938,3,0,Post Graduate,6916471,2556525,0
Meerut,MEERUT,GEN,PANKAJ JAULI,M,GEN,42,BSP,12636,3,0,Literate,36763229,2231000,0
Pratapgarh,KUNDA,GEN,PARVEZ AKHTAR,M,GEN,42,BSP,17261,3,0,12th Pass,9957200,975072,0
Sitapur,SIDHAULI,SC,RAM BAKSH RAWAT,M,SC,42,BJP,68956,3,0,Graduate,16609896,2130000,0
Faizabad,MILKIPUR,SC,RAMGOPAL,M,SC,42,BSP,46027,3,0,Graduate,1154244,0,0
Muzaffarnagar,BUDHANA,GEN,SAEEDA BEGAM,F,GEN,42,BSP,30034,3,0,Literate,106500556,23668728,0
Etah,MARHARA,GEN,SHALABH MAHESHWARI,M,GEN,42,BSP,31966,3,0,12th Pass,152826503,2955159,0
Mainpuri,BHONGAON,GEN,SURENDRA SINGH,M,GEN,42,BSP,26041,3,0,Graduate,78211592,3955000,0
Chandauli,MUGHALSARAI,GEN,TILAK DHARI,M,GEN,42,BSP,57219,3,4,Literate,4424244,829920,0
Pratapgarh,PRATAPGARH,GEN,ASHOK TRIPATHI,M,GEN,43,BSP,41750,3,0,Graduate,11142938,8680000,0
Amroha,NAUGAWAN SADAT,GEN,JAIDEV,M,GEN,43,BSP,40172,3,0,Literate,45449200,1400149,0
Shamli,THANA BHAWAN,GEN,JAVED RAO,M,GEN,43,OTHERS,31275,3,0,Literate,57542000,348000,0
Budaun,BISAULI,SC,MAJOR KAILASH SAGAR,M,SC,43,BSP,32398,3,0,Post Graduate,19676659,650000,0
Chandauli,SAIYADRAJA,GEN,MANOJ KUMAR,M,GEN,43,SP,44832,3,0,Post Graduate,6984489,2.00E+06,0
Sitapur,HARGAON,SC,MANOJ KUMAR RAJVANSHI,M,SC,43,SP,50211,3,0,Graduate,2.00E+05,0,0
Mathura,CHHATA,GEN,MANOJ PATHAK,M,GEN,43,BSP,41290,3,22,Graduate,171458253,38391747,0
Kanpur Nagar,GOVINDNAGAR,GEN,NIRMAL TIWARI,M,GEN,43,BSP,28795,3,0,Post Graduate,82085445,25506138,0
Firozabad,SIRSAGANJ,GEN,RAGHVENDRA SINGH,M,GEN,43,BSP,20920,3,4,Graduate,56759519,2905942,0
Jaunpur,ZAFRABAD,GEN,SACHINDRA NATH,M,GEN,43,BSP,45490,3,0,Graduate,24274642,0,0
PILIBHIT,BARKHERA,GEN,SHAILENDRA SINGH GANGWAR,M,GEN,43,BSP,28674,3,3,Post Graduate,38407753,13128205,0
Agra,FATEHABAD,GEN,UMESH SHARMA SAITHIYA,M,GEN,43,BSP,35050,3,1,12th Pass,42714393,19083950,0
Shahjahanpur,KATRA,GEN,ADHIWAKTA RAJEEV KASHYAP,M,GEN,44,BSP,47471,3,0,Post Graduate,8119359,703990,0
Lucknow,LUCKNOW WEST,GEN,ARMAAN KHAN,M,GEN,44,BSP,36247,3,0,Graduate,55083833,3093864,0
Azamgarh,AZAMGARH,GEN,BHUPENDRA,M,GEN,44,BSP,58185,3,21,Graduate,10315000,1430974,0
Shamli,SHAMLI,GEN,BIJENDRA SINGH,M,GEN,44,OTHERS,33551,3,0,Graduate,14307319,0,0
Gorakhpur,SAHAJANWA,GEN,DEVNARAYAN SINGH URF G.M. SINGH,M,GEN,44,BSP,54143,3,1,12th Pass,40858274,850000,0
Etawah,JASWANTNAGAR,GEN,DURVESH KUMAR SHAKYA,M,GEN,44,BSP,24509,3,0,Post Graduate,3558500,0,0
Gonda,TARABGANJ,GEN,INDRA BAHADUR SINGH  ALIS PAPPU,M,GEN,44,BSP,29332,3,4,Graduate,39003838,11461154,0
Gorakhpur,CHAURI-CHAURA,GEN,JAI PRAKASH,M,GEN,44,BSP,37478,3,0,Graduate,30976941,5307731,0
Agra,AGRA CANTT,SC,MAMTA KAUDAN,F,SC,44,SP,64683,3,0,Graduate,44629000,3.00E+06,0
Ghazipur,JANGIPUR,GEN,MANISH CHANDRA PANDEY,M,GEN,44,BSP,67223,3,0,Graduate,18298476,0,0
Saharanpur,SAHARANPUR,GEN,MANOJ CHAUDHARY,M,GEN,44,BJP,58752,3,0,Post Graduate,12026000,0,0
Allahabad,SORAON,SC,SATYAVEER,M,SC,44,SP,54345,3,0,Post Graduate,19903080,259959,0
Lucknow,SAROJINI NAGAR,GEN,SHIV SHANKAR SINGH ALIAS SHANKARI SINGH,M,GEN,44,BSP,71791,3,0,12th Pass,239000,0,0
Azamgarh,PHOOLPUR PAWAI,GEN,SHYAM BAHADUR,M,GEN,44,SP,38099,3,1,Post Graduate,19009289,1710000,0
Shrawasti,SHRAWASTI,GEN,SUBHASH,M,GEN,44,BSP,53014,3,1,12th Pass,92246190,2017970,0
Unnao,SAFIPUR,SC,SUDHIR KUMAR,M,SC,44,SP,48506,3,0,Graduate,16343249,1852254,0
Hardoi,SANDI,SC,VIRENDRA KUMAR,M,SC,44,BSP,50725,3,0,Graduate,53085000,1250000,0
Mathura,MATHURA,GEN,YOGESH KUMAR,M,GEN,44,BSP,31168,3,2,Graduate,26268987,4620985,0
Mau,MAU,GEN,ALTAF ANSARI,M,GEN,45,SP,72016,3,1,Literate,4532436,35000,0
Kushinagar,TAMKUHI RAJ,GEN,BIJAY RAI,M,GEN,45,BSP,41685,3,2,Graduate,98998184,12162515,0
Ambedkar Nagar,AKBARPUR,GEN,CHANDRA PRAKASH VERMA,M,GEN,45,BJP,57821,3,0,Post Graduate,12703157,0,0
PILIBHIT,BISALPUR,GEN,DIVYA GANGWAR,F,GEN,45,BSP,45338,3,0,Graduate,333004301,0,0
Deoria,RAMPUR KARKHANA,GEN,GIRIJESH ALIAS GUDDU SHAHI,M,GEN,45,OTHERS,41814,3,0,12th Pass,18217324,2980000,0
Ghazipur,MOHAMMADABAD,GEN,JANAK KUMAR,M,GEN,45,INC,9910,3,0,12th Pass,6857334,0,0
Firozabad,FIROZABAD,GEN,KHALID NASIR,M,GEN,45,BSP,51387,3,0,12th Pass,18215180,7755950,0
Baharaich,MAHASI,GEN,KRISHNA KUMAR OJHA,M,GEN,45,BSP,34685,3,1,12th Pass,12680025,2049033,0
Moradabad,KANTH,GEN,MOHD. NASIR,M,GEN,45,BSP,43820,3,0,Literate,384744504,10432786,0
Muzaffarnagar,MUZAFFAR NAGAR,GEN,RAKESH KUMAR SHARMA,M,GEN,45,BSP,21038,3,0,Graduate,4585401,2422359,0
Lucknow,MALIHABAD,SC,SATYA KUMAR GAUTAM,M,SC,45,BSP,53481,3,0,Graduate,3683854,557931,0
Maharajganj,PHARENDA,GEN,VECHAN,M,GEN,45,BSP,35765,3,0,12th Pass,4110840,0,0
Azamgarh,LALGANJ,SC,BECHAI SAROJ,M,SC,46,SP,54196,3,0,Graduate,5714786,1640164,0
Banda,TINDWARI,GEN,DALJEET SINGH,M,GEN,46,INC,42089,3,1,Graduate,50737782,21000657,0
Bijnor,NOORPUR,GEN,GOHAR IQBAL,M,GEN,46,BSP,45902,3,1,Graduate,11716350,4100000,0
Barabanki,ZAIDPUR,SC,KM. MEETA GAUTAM,F,SC,46,BSP,48095,3,0,Post Graduate,23298392,0,0
Saharanpur,DEOBAND,GEN,MAVIA ALI,M,GEN,46,SP,55385,3,2,12th Pass,4374452,0,0
Muzaffarnagar,CHARTHAWAL,GEN,NOOR SALEEM RANA,M,GEN,46,BSP,47704,3,2,12th Pass,144146055,33419066,0
Sant Ravidas Nagar,GYANPUR,GEN,RAJESH KUMAR YADAV,M,GEN,46,BSP,44319,3,0,Post Graduate,125642974,4200000,0
Ballia,SIKANDERPUR,GEN,RAJNARAIN,M,GEN,46,BSP,34968,3,0,12th Pass,92751338,5596433,0
Auraiya,DIBIYAPUR,GEN,RAM KUMAR AWASTHI,M,GEN,46,BSP,51452,3,0,Graduate,69629549,2136350,0
Hapur,HAPUR,SC,SHRIPAL SINGH,M,SC,46,BSP,58806,3,0,Literate,96923725,28466450,0
Jaunpur,MACHHLISHAHR,SC,SUSHILA SAROJ,F,SC,46,BSP,52796,3,8,Post Graduate,99404805,0,0
Mau,MADHUBAN,GEN,UMESH PANDEY,M,GEN,46,BSP,54803,3,2,Graduate,42050000,11400000,0
Agra,AGRA RURAL,SC,UPENDRA SINGH,M,SC,46,INC,31312,3,1,Post Graduate,25659543,3824148,0
Allahabad,PRATAPPUR,GEN,VIJAMA YADAV,F,GEN,46,SP,51645,3,2,Literate,15340208,934711,0
Basti,HARRAIYA,GEN,VIPIN KUMAR SHUKLA,M,GEN,46,BSP,39749,3,1,Literate,74725290,19733511,0
Varanasi,PINDRA,GEN,AJAY RAI,M,GEN,47,INC,48189,3,0,Graduate,11141579,0,0
Agra,AGRA NORTH,GEN,ATUL GARG,M,GEN,47,SP,36739,3,0,Graduate,22432102,0,0
Mirzapur,MARIHAN,GEN,AWADHESH KUMAR SINGH,M,GEN,47,BSP,52782,3,0,12th Pass,78676102,23250000,0
Etah,ETAH,GEN,GAJENDRA SINGH CHAUHAN URF BABLOO,M,GEN,47,BSP,41937,3,2,Graduate,31329080,5733969,0
Kaushambi,MANJHANPUR,SC,HEMANT KUMAR,M,SC,47,SP,33717,3,0,Post Graduate,4066311,0,0
Shrawasti,BHINGA,GEN,INDRANI DEVI,F,GEN,47,SP,57986,3,0,12th Pass,22073870,155000,0
Gorakhpur,GORAKHPUR URBAN,GEN,JANARDAN CHOUDHARI,M,GEN,47,BSP,24297,3,1,12th Pass,26706206,0,0
Varanasi,SEVAPURI,GEN,MAHENDRA KUMAR PANDEY,M,GEN,47,BSP,35657,3,5,Graduate,58400000,8716000,0
Fatehpur,HUSAINGANJ,GEN,MO. ASIF,M,GEN,47,BSP,34415,3,0,Illiterate,179722263,12076238,0
Baharaich,PAYAGPUR,GEN,MOHD. MUSHRAF,M,GEN,47,BSP,29122,3,0,12th Pass,98444003,0,0
Saharanpur,SAHARANPUR NAGAR,GEN,MUKESH DIXIT,M,GEN,47,BSP,17350,3,0,12th Pass,4102432,0,0
Shahjahanpur,JALALABAD,GEN,NEERAJ KUSHWAHA MAURYA,M,GEN,47,BSP,58337,3,0,Graduate,80275024,2272659,0
Sultanpur,JAGDISHPUR,SC,RADHEY SHYAM,M,SC,47,INC,67619,3,0,12th Pass,4421380,218811,0
Etawah,BHARTHANA,SC,RAGHVENDRA KUMAR GAUTAM,M,SC,47,BSP,61838,3,0,Post Graduate,5415559,0,0
Fatehpur,AYAH SHAH,GEN,RAMBAHADUR,M,GEN,47,BSP,27365,3,0,Post Graduate,35985284,0,0
Aligarh,CHHARRA,GEN,SAGIR,M,GEN,47,BSP,53859,3,2,12th Pass,64889869,19035279,0
Hardoi,SHAHABAD,GEN,SARTAJ KHAN,M,GEN,47,SP,15767,3,0,Graduate,19752000,950000,0
Firozabad,SHIKOHABAD,GEN,SHAILESH KUMAR,M,GEN,47,BSP,37512,3,1,Literate,51827000,6.00E+06,0
Sambhal,CHANDAUSI,SC,VIRMAWATI,F,SC,47,BSP,51049,3,0,Literate,27808447,7130018,0
Deoria,DEORIA,GEN,ABHAY NATH TRIPATHI,M,GEN,48,BSP,29218,3,0,Post Graduate,14750201,2521459,0
Maharajganj,MAHARAJGANJ,SC,ALOK PRASAD,M,SC,48,INC,50217,3,0,Graduate,35989982,2900000,0
Hamirpur,RATH,SC,ANIL KUMAR AHIRWAR,M,SC,48,BSP,38710,3,1,Post Graduate,42759021,1100000,0
Sultanpur,SULTANPUR,GEN,ANOOP SANDA,M,GEN,48,SP,53238,3,7,Graduate,94822526,3150776,0
Kannauj,CHHIBRAMAU,GEN,ARVIND SINGH,M,GEN,48,SP,72663,3,0,Graduate,57547288,1058638,0
Moradabad,MORADABAD NAGAR,GEN,ATEEQ AHMED SAIFI,M,GEN,48,BSP,24650,3,1,Literate,13185139,2953449,0
Sant Ravidas Nagar,AURAI,SC,BAIJNATH GAUTAM,M,SC,48,BSP,49059,3,2,Graduate,3227861,0,0
Siddharthnagar,KAPILVASTU,SC,CHANDRA BHAN,M,SC,48,BSP,37166,3,0,Post Graduate,5510255,1368202,0
Kheri,MOHAMMDI,GEN,DAUD AHMAD,M,GEN,48,BSP,57902,3,0,Literate,88322056,17736114,0
Mirzapur,MIRZAPUR,GEN,MO. PERVEJ KHAN,M,GEN,48,BSP,49955,3,0,Literate,59117692,275000,0
Sitapur,MOHMOODABAD,GEN,PRADYUMN VERMA,M,GEN,48,BSP,45050,3,3,Post Graduate,38042166,422343,0
Bareilly,BAREILLY CANTT.,GEN,RAJENDRA PRASAD GUPTA,M,GEN,48,BSP,14239,3,1,12th Pass,37127694,7188220,0
Fatehpur,KHAGA,SC,SUNIL KUMAR,M,GEN,48,BSP,38359,3,0,Graduate,28930947,0,0
Farrukhabad,AMRITPUR,GEN,ARUN KUMAR MISHRA,M,GEN,49,BSP,16500,3,0,Graduate,24439807,1568835,0
Bareilly,BAHERI,GEN,ATA UR REHMAN,M,GEN,49,SP,63841,3,0,Illiterate,32035000,4862000,0
Jhansi,GARAUTHA,GEN,DR. ARUN KUMAR MISHRA,M,GEN,49,BSP,48387,3,1,Literate,9269287,1.00E+05,0
Faizabad,BIKAPUR,GEN,JITENDRA SINGH,M,GEN,49,BSP,49690,3,11,12th Pass,34734553,4400000,0
Hardoi,SANDILA,GEN,PAWAN KUMAR SINGH,M,GEN,49,BSP,29223,3,0,Graduate,107499075,2335105,0
Allahabad,KORAON,SC,RAJ BALI JAISAL,M,SC,49,BSP,26056,3,0,Graduate,16941294,1858000,0
Pratapgarh,RAMPUR KHAS,GEN,ASHOK SINGH,M,GEN,50,BSP,7933,3,0,Graduate,23708334,0,0
Rampur,RAMPUR,GEN,DR. TANVEER AHMAD KHAN,M,GEN,50,BSP,54248,3,5,Post Graduate,40786053,3437007,0
Meerut,KITHORE,GEN,GAJRAJ SINGH,M,GEN,50,BSP,62503,3,0,Literate,60790468,1200000,0
Auraiya,AURAIYA,SC,MADAN SINGH GAUTAM ALIAS SANTOSH,M,SC,50,SP,39201,3,0,Graduate,12774196,1656258,0
Kaushambi,CHAIL,GEN,MOHD  ASIF JAFRI,M,GEN,50,BSP,43776,3,0,Graduate,121945569,6207730,0
Mathura,BALDEV,SC,PREMCHAND,M,SC,50,BSP,53539,3,0,Literate,13580000,0,0
Kheri,DHAURAHRA,GEN,SHAMSHER BAHADUR,M,GEN,50,BSP,54723,3,0,Graduate,19583191,3532734,0
Bulandsahar,BULANDSHAHR,GEN,SHUJAT ALAM,M,GEN,50,SP,24119,3,2,Post Graduate,78275161,0,0
Jalaun,KALPI,GEN,UMAKANTI,F,GEN,50,INC,53160,3,0,Literate,4397000,0,0
Barabanki,BARABANKI,GEN,HAR GOVIND SINGH,M,GEN,51,BJP,67112,3,0,Graduate,102063801,13640483,0
Aligarh,ATRAULI,GEN,ILIYAS CHAUDHARY,M,GEN,51,BSP,45041,3,1,Literate,54320000,0,0
Saharanpur,GANGOH,GEN,INDER SAIN,M,GEN,51,SP,47219,3,0,Graduate,10776001,3129295,0
Ballia,BAIRIA,GEN,JAVAHAR,M,GEN,51,BSP,27974,3,0,Post Graduate,8196568,2139615,0
Siddharthnagar,BANSI,GEN,LALCHANDRA NISHAD,M,GEN,51,BSP,35425,3,0,12th Pass,18082611,2034852,0
Hardoi,GOPAMAU,SC,MEENA KUMARI,F,SC,51,BSP,49847,3,0,Literate,8732000,612000,0
Chandauli,CHAKIA,SC,POONAM,F,SC,51,SP,48687,3,0,Literate,8635904,1100000,0
Lucknow,LUCKNOW CENTRAL,GEN,RAJEEV SRIVASTAVA,M,GEN,51,BSP,24313,3,0,Post Graduate,107165327,1728029,0
Shahjahanpur,DADRAUL,GEN,RIZWAN ALI,M,GEN,51,BSP,50762,3,0,Graduate,13915143,0,0
Gautam Buddha Nagar,DADRI,GEN,SAMIR BHATI,M,GEN,51,INC,39975,3,1,Graduate,26194955,1.00E+06,0
Jalaun,ORAI,SC,VIJAY CHAUDHARI,M,SC,51,BSP,57541,3,0,Post Graduate,16427591,3100000,0
Sitapur,LAHARPUR,GEN,ANIL KUMAR VERMA,M,GEN,52,INC,67102,3,1,Graduate,14882633,4.00E+05,0
Mau,MUHAMMADABAD-GOHNA,GEN,BAIJNATH,M,SC,52,SP,59871,3,0,Literate,10191995,291628,0
Jaunpur,MARIYAHU,GEN,BHOLANATH,M,GEN,52,BSP,37066,3,4,Literate,510206901,150639692,0
Barabanki,RAM NAGAR,GEN,HAFEEZ BHARTI,M,GEN,52,BSP,53891,3,0,12th Pass,13228478,1.00E+06,0
Saharanpur,BEHAT,GEN,MOHD. IQBAL,M,GEN,52,BSP,71019,3,0,Literate,140103795,10214938,0
Fatehpur,JAHANABAD,GEN,RAM NARAYAN NISHAD,M,GEN,52,BSP,32010,3,0,Graduate,30970916,7861308,0
Kheri,LAKHIMPUR,GEN,SHASHIDHAR MISHRA NAAME MAHRAJ,M,GEN,52,BSP,39068,3,1,Post Graduate,156195690,67661685,0
Bulandsahar,ANUPSHAHR,GEN,SYED HIMAYAT ALI,M,GEN,52,SP,48610,3,0,Literate,86598107,852956,0
Bulandsahar,SYANA,GEN,THAKUR SUNIL SINGH,M,GEN,52,OTHERS,22420,3,2,Graduate,33863728,18599380,0
Ambedkar Nagar,ALAPUR,SC,TRIBHUWAN DUTT,M,SC,52,BSP,58591,3,0,12th Pass,34350575,10241305,0
Bareilly,FARIDPUR,SC,VIJAY PAL SINGH,M,SC,52,BSP,37680,3,0,Graduate,144815268,1.10E+07,0
Baharaich,NANPARA,GEN,ABDUL WAHEED,M,GEN,53,BSP,25430,3,0,Graduate,9862100,490186,0
Shahjahanpur,TILHAR,GEN,AVADHESH KUMAR VERMA,M,GEN,53,BSP,31418,3,0,Graduate,50798868,4656856,0
Mirzapur,CHHANBEY,SC,BHAI LAL,M,SC,53,SP,37108,3,0,Literate,14136543,3.00E+05,0
Amroha,AMROHA,GEN,DR. KUNWAR SAIN SAINI,M,GEN,53,BJP,45420,3,0,Graduate,61731200,2699711,0
Sant Kabir Nagar,MENHDAWAL,GEN,JAICHAND,M,GEN,53,SP,37557,3,0,Literate,18551800,850000,0
Sitapur,MAHOLI,GEN,MAHESH CHANDRA MISHRA,M,GEN,53,BSP,60917,3,5,12th Pass,11906324,410000,0
Sambhal,GUNNAUR,GEN,MOHAMMAD ISLAM KHAN,M,GEN,53,BSP,16052,3,0,12th Pass,12704120,2.00E+06,0
Ballia,BALLIA NAGAR,GEN,NARAD,M,GEN,53,BSP,31515,3,3,Post Graduate,93415146,0,0
